,movieId,title,genres,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb,mean_rating,num_votes,std_rating,all_tags,primary_genre,tsne_1,tsne_2
417,479,Judgment Night (1993),Action|Crime|Thriller,21000000.0,12136938.0,109.0,1993-10-15,6.458,366.0,2.25,4.0,0.5,,Action,-16.603516,-35.551193
418,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,63000000.0,920100000.0,126.0,1993-06-11,7.965,17474.0,3.75,238.0,0.8553011658989985,Dinosaur,Action,89.44968,7.399032
419,481,Kalifornia (1993),Drama|Thriller,9000000.0,2395231.0,118.0,1993-06-24,6.6,844.0,3.1578947368421053,19.0,0.8342100651206134,,Drama,23.803476,-4.3380623
420,482,Killing Zoe (1994),Crime|Drama|Thriller,1500000.0,418961.0,98.0,1993-10-01,6.198,361.0,3.625,8.0,0.4432026302139591,,Crime,-16.335773,8.645565
421,484,Lassie (1994),Adventure|Children,0.0,9994609.0,88.0,1994-07-22,6.1,212.0,3.0,2.0,2.8284271247461903,,Adventure,27.084396,-60.511356
422,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,85000000.0,137300000.0,130.0,1993-06-18,6.469,2916.0,2.9339622641509435,53.0,0.9659478000362004,,Action,64.20956,-0.28389192
423,486,Life with Mikey (1993),Comedy,2000000.0,12440858.0,91.0,1993-06-04,5.711,152.0,3.0,3.0,1.0,,Comedy,3.100887,-28.884098
424,487,Lightning Jack (1994),Comedy|Western,0.0,0.0,98.0,1994-03-11,5.555,137.0,2.5,4.0,1.7320508075688772,,Comedy,19.976196,-53.693428
425,488,M. Butterfly (1993),Drama|Romance,17000000.0,1499795.0,101.0,1993-10-01,6.6,237.0,3.0,1.0,,Japan sexuality,Drama,-51.36229,-13.3705845
426,489,Made in America (1993),Comedy,22000000.0,104942695.0,111.0,1993-01-06,5.508,384.0,2.8636363636363638,11.0,0.3233348953414316,,Comedy,-21.449648,-14.322188
427,490,Malice (1993),Thriller,20000000.0,46405336.0,106.0,1993-09-29,6.3,500.0,3.0,12.0,0.7385489458759963,,Thriller,-3.9369333,-15.177543
428,491,"Man Without a Face, The (1993)",Drama,20000000.0,36560338.0,115.0,1993-08-25,6.549,546.0,3.2941176470588234,17.0,1.1048023512348792,,Drama,25.89452,-14.300611
429,492,Manhattan Murder Mystery (1993),Comedy|Mystery,13500000.0,11285588.0,108.0,1993-05-02,7.254,1156.0,3.75,14.0,0.8715591687403584,,Comedy,36.0388,19.865313
430,493,Menace II Society (1993),Action|Crime|Drama,3500000.0,27900000.0,96.0,1993-05-26,7.496,855.0,3.6666666666666665,12.0,0.6154574548966636,,Action,-3.8274376,19.76416
431,494,Executive Decision (1996),Action|Adventure|Thriller,55000000.0,121969216.0,133.0,1996-03-15,6.332,1005.0,3.3780487804878048,41.0,0.979671423264441,,Action,63.022335,0.22561811
432,495,In the Realm of the Senses (Ai no corrida) (1976),Drama,0.0,7650000.0,102.0,1976-09-15,6.58,705.0,5.0,1.0,,,Drama,8.863181,73.89865
433,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,0.0,0.0,91.0,1994-09-09,7.012,43.0,5.0,1.0,,,Comedy,9.232329,69.618195
434,497,Much Ado About Nothing (1993),Comedy|Romance,11000000.0,22600000.0,110.0,1993-05-07,6.937,788.0,3.813953488372093,43.0,0.8798217880557071,Shakespeare,Comedy,57.952625,25.46459
435,499,Mr. Wonderful (1993),Comedy|Romance,0.0,3125424.0,98.0,1993-10-15,5.5,48.0,2.5,2.0,0.7071067811865476,,Comedy,-7.4079866,-35.60215
436,500,Mrs. Doubtfire (1993),Comedy|Drama,25000000.0,441286195.0,125.0,1993-11-24,7.196,6480.0,3.388888888888889,144.0,0.903459637305019,cross dressing divorce men in drag,Comedy,84.60037,8.238028
437,501,Naked (1993),Drama,0.0,1769305.0,131.0,1993-08-06,7.2,642.0,3.6666666666666665,6.0,1.0801234497346435,,Drama,28.02732,25.9616
438,502,"Next Karate Kid, The (1994)",Action|Children|Romance,12000000.0,15876353.0,90.0,1994-07-18,5.4,1127.0,2.3666666666666667,15.0,1.0431180365113233,,Action,6.0848465,-50.20326
439,504,No Escape (1994),Action|Drama|Sci-Fi,20000000.0,15340000.0,118.0,1994-04-29,6.254,463.0,3.0,2.0,0.0,,Action,-46.4286,-9.20818
440,505,North (1994),Comedy,40000000.0,7182747.0,87.0,1994-07-22,5.011,273.0,2.2142857142857144,7.0,1.2198750911856664,,Comedy,8.837098,-55.90197
441,506,Orlando (1992),Drama|Fantasy|Romance,4000000.0,5377643.0,90.0,1992-12-11,6.9,365.0,4.5,2.0,0.7071067811865476,,Drama,-1.5460784,37.06865
442,507,"Perfect World, A (1993)",Crime|Drama|Thriller,30000000.0,135100000.0,138.0,1993-11-24,7.487,1791.0,3.3846153846153846,13.0,0.6504436355879909,,Crime,43.24931,6.0652337
443,508,Philadelphia (1993),Drama,26000000.0,206678440.0,125.0,1993-12-22,7.713,4526.0,3.6136363636363638,66.0,0.8892324025440514,AIDs,Drama,70.543274,10.205148
444,509,"Piano, The (1993)",Drama|Romance,7000000.0,40200000.0,120.0,1993-05-18,7.378,1614.0,3.540983606557377,61.0,0.9970585153641229,,Drama,68.96953,19.812267
445,510,Poetic Justice (1993),Drama,14000000.0,27515786.0,104.0,1993-07-23,6.8,268.0,3.0,1.0,,,Drama,-51.395054,-12.998758
446,511,"Program, The (1993)",Action|Drama,0.0,23042200.0,113.0,1993-09-24,6.391,101.0,3.0,2.0,1.4142135623730951,,Action,17.797504,-31.38154
447,512,"Puppet Masters, The (1994)",Horror|Sci-Fi,15000000.0,8600000.0,96.0,1994-10-21,5.8,195.0,3.0,4.0,0.816496580927726,,Horror,-3.9977748,-21.9787
448,513,Radioland Murders (1994),Comedy|Mystery|Romance,0.0,0.0,108.0,1994-10-21,5.9,55.0,3.375,4.0,0.478713553878169,radio show business,Comedy,-17.634594,-2.8324752
449,514,"Ref, The (1994)",Comedy,11000000.0,11400000.0,97.0,1994-03-09,6.546,366.0,3.4166666666666665,18.0,1.0744355563298724,,Comedy,8.341602,-6.0189424
450,515,"Remains of the Day, The (1993)",Drama|Romance,11500000.0,23240144.0,128.0,1993-11-05,7.363,1446.0,3.6041666666666665,24.0,1.0105870728858835,Butler Housekeeper,Drama,43.556274,12.19678
451,516,Renaissance Man (1994),Comedy|Drama,40000000.0,24332324.0,135.0,1994-06-03,6.11,309.0,3.0555555555555554,18.0,0.9531509492342458,military,Comedy,36.912304,-0.36217573
452,517,Rising Sun (1993),Action|Drama|Mystery,40000000.0,107198790.0,128.0,1993-07-30,6.138,815.0,3.2777777777777777,9.0,1.0341394704992382,,Action,47.28604,-11.383223
453,518,"Road to Wellville, The (1994)",Comedy,25000000.0,26000000.0,120.0,1994-10-28,5.546,186.0,2.375,4.0,0.47871355387816905,,Comedy,-14.194639,-34.766827
454,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,22000000.0,10696210.0,105.0,1993-01-21,4.899,1404.0,2.4047619047619047,21.0,1.1137666678780573,,Action,8.849584,-58.47486
455,520,Robin Hood: Men in Tights (1993),Comedy,20000000.0,35739755.0,104.0,1993-07-28,6.587,2212.0,3.130434782608696,69.0,1.0663715757633019,,Comedy,65.20971,18.201702
456,521,Romeo Is Bleeding (1993),Crime|Thriller,11500000.0,3275585.0,110.0,1993-09-13,6.3,203.0,3.1666666666666665,3.0,0.28867513459481287,,Crime,-25.986773,-7.2365513
457,522,Romper Stomper (1992),Action|Drama,1600000.0,3300000.0,92.0,1992-03-05,6.545,546.0,3.2857142857142856,7.0,1.318368399991155,Australia racism violence,Action,9.517395,-15.844395
458,523,Ruby in Paradise (1993),Drama,800000.0,1001437.0,114.0,1993-10-08,5.9,36.0,3.5,4.0,0.5773502691896257,,Drama,-17.136818,-1.9137431
459,524,Rudy (1993),Drama,12000000.0,22800000.0,114.0,1993-09-17,7.344,726.0,3.485294117647059,34.0,0.9332680776780238,football,Drama,55.23948,24.15914
460,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,0.0,0.0,126.0,1992-10-21,6.4,79.0,4.0,1.0,,,Drama,-27.2703,50.379463
461,527,Schindler's List (1993),Drama|War,22000000.0,321365567.0,195.0,1993-12-15,8.6,17071.0,4.225,220.0,0.9759961542704384,moving thought-provoking Holocaust based on a true story biography disturbing holocaust,Drama,88.52833,10.3394575
462,528,"Scout, The (1994)",Comedy|Drama,20000000.0,2694234.0,97.0,1994-09-30,5.201,117.0,2.3333333333333335,3.0,0.5773502691896258,,Comedy,-9.948662,-42.187717
463,529,Searching for Bobby Fischer (1993),Drama,12000000.0,7266383.0,110.0,1993-08-13,7.068,624.0,3.875,40.0,0.7658579904515336,chess,Drama,57.96212,26.0474
464,531,"Secret Garden, The (1993)",Children|Drama,18000000.0,40000000.0,101.0,1993-08-13,7.424,955.0,3.25,24.0,0.9088932591463857,In Netflix queue,Children,46.836617,17.764587
465,532,Serial Mom (1994),Comedy|Crime|Horror,13000000.0,7820688.0,95.0,1994-04-13,6.7,750.0,3.0,16.0,0.6055300708194983,,Comedy,-7.105959,-8.656517
466,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,25000000.0,48063465.0,103.0,1994-07-01,6.071,553.0,2.888888888888889,18.0,0.6978023391872252,,Action,-3.6847575,-15.491665
467,534,Shadowlands (1993),Drama|Romance,22000000.0,25842000.0,131.0,1993-12-25,6.895,299.0,3.607142857142857,14.0,0.8809647558778393,C.S. Lewis,Drama,36.958073,8.757994
468,535,Short Cuts (1993),Drama,12000000.0,6110979.0,188.0,1993-10-01,7.194,658.0,3.2666666666666666,15.0,1.3998299216418433,large cast,Drama,35.4405,45.485783
469,536,"Simple Twist of Fate, A (1994)",Drama,0.0,0.0,106.0,1994-09-02,6.089,118.0,3.3333333333333335,3.0,0.5773502691896258,,Drama,-17.025257,-2.3612518
470,537,Sirens (1994),Drama,0.0,7770731.0,98.0,1994-03-04,5.6,164.0,3.1666666666666665,12.0,0.834847109936722,,Drama,-1.2344676,-21.316559
471,538,Six Degrees of Separation (1993),Drama,15000000.0,6284090.0,111.0,1993-12-08,6.429,352.0,3.5833333333333335,12.0,1.018763362061469,race,Drama,25.199436,-15.339343
472,539,Sleepless in Seattle (1993),Comedy|Drama|Romance,21000000.0,227799884.0,105.0,1993-06-24,6.736,2528.0,3.4716981132075473,106.0,0.8361766408260117,Empire State Building,Comedy,80.507935,10.117272
473,540,Sliver (1993),Thriller,40000000.0,116300000.0,107.0,1993-05-21,5.549,775.0,2.6666666666666665,18.0,0.90748521297303,bad,Thriller,35.246567,-29.836641
474,541,Blade Runner (1982),Action|Sci-Fi|Thriller,28000000.0,41722424.0,117.0,1982-06-25,7.94,14662.0,4.100806451612903,124.0,0.9541945028275584,sci-fi robots androids artificial intelligence atmospheric cyberpunk future mindfuck Philip K. Dick atmospheric dreamlike existentialism philosophical,Action,81.79833,15.440948
475,542,Son in Law (1993),Comedy|Drama|Romance,0.0,36448200.0,95.0,1993-07-02,6.02,298.0,2.7857142857142856,14.0,1.2666473875533018,,Comedy,12.0503,-32.966724
476,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,20000000.0,11585483.0,110.0,1993-07-30,6.104,462.0,3.317073170731707,41.0,1.0413698764186505,beat poetry,Comedy,54.260246,4.4301066
477,544,Striking Distance (1993),Action|Crime,0.0,0.0,102.0,1993-09-17,5.846,871.0,2.4375,8.0,0.8210402808980464,,Action,-6.7322545,-33.064617
478,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,48000000.0,20915465.0,104.0,1993-05-28,4.466,1404.0,2.0,21.0,0.9486832980505138,,Action,7.3469405,-57.28756
479,547,Surviving the Game (1994),Action|Adventure|Thriller,7400000.0,7690013.0,96.0,1994-04-15,6.1,212.0,3.25,2.0,1.0606601717798212,,Action,7.700553,-13.022211
480,548,Terminal Velocity (1994),Action|Mystery|Thriller,50000000.0,16478900.0,101.0,1994-09-23,5.3,282.0,2.75,6.0,0.8803408430829505,,Action,37.379395,-35.73091
481,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,0.0,0.0,93.0,1993-11-26,7.0,47.0,4.5,2.0,0.7071067811865476,,Drama,-1.0185235,36.977802
482,550,Threesome (1994),Comedy|Romance,0.0,14815317.0,89.0,1994-04-08,6.37,238.0,3.4,5.0,1.140175425099138,,Comedy,8.218318,-10.049216
483,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,18000000.0,75634409.0,75.0,1993-10-09,7.8,10155.0,3.553763440860215,93.0,0.9930803132923849,Christmas Halloween,Animation,77.22118,18.414886
484,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,30000000.0,111898845.0,101.0,1993-11-11,6.395,1023.0,3.262295081967213,61.0,0.8495418244415104,knights,Action,64.31157,15.41866
485,553,Tombstone (1993),Action|Drama|Western,25000000.0,73205065.0,130.0,1993-12-25,7.579,2362.0,3.8153846153846156,65.0,1.0061111347085943,,Action,70.79243,18.729357
486,555,True Romance (1993),Crime|Thriller,12500000.0,12600000.0,120.0,1993-09-09,7.536,2966.0,3.8,65.0,0.9048480535426928,,Crime,70.52402,19.755976
487,556,"War Room, The (1993)",Documentary,0.0,901668.0,96.0,1993-11-03,6.843,67.0,3.3333333333333335,6.0,0.816496580927726,politics,Documentary,-1.2206417,-1.4983997
488,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,27000000.0,13670688.0,80.0,1994-11-23,6.4,772.0,2.9375,8.0,0.7763237542601484,,Action,15.499344,-16.024212
489,562,Welcome to the Dollhouse (1995),Comedy|Drama,800000.0,5034794.0,88.0,1996-03-22,7.1,487.0,3.5434782608695654,23.0,0.9159327520752332,adolescence,Comedy,47.079674,21.932518
490,563,Germinal (1993),Drama|Romance,0.0,0.0,160.0,1993-09-29,6.717,337.0,4.0,1.0,,,Drama,-16.573257,49.44853
491,564,Chasers (1994),Comedy,15000000.0,1596687.0,102.0,1994-04-22,5.398,166.0,1.5,2.0,0.7071067811865476,,Comedy,-5.567628,-54.274513
492,567,Kika (1993),Comedy|Drama,0.0,2019069.0,114.0,1993-10-29,6.397,310.0,2.0,3.0,1.0,,Comedy,-0.6437814,-45.57615
493,568,Bhaji on the Beach (1993),Comedy|Drama,0.0,0.0,100.0,1993-09-11,5.2,28.0,3.5,2.0,0.7071067811865476,,Comedy,-15.865503,-6.32631
494,569,Little Big League (1994),Comedy|Drama,0.0,0.0,119.0,1994-06-29,5.914,110.0,2.6666666666666665,6.0,1.0327955589886444,,Comedy,14.535126,-28.811388
495,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,0.0,0.0,93.0,1992-10-09,7.173,398.0,3.5,1.0,,,Drama,-69.5935,36.927998
496,574,Spanking the Monkey (1994),Comedy|Drama,200000.0,0.0,106.0,1994-01-15,5.639,79.0,3.25,4.0,0.49999999999999994,,Comedy,-19.990095,-5.141499
497,575,"Little Rascals, The (1994)",Children|Comedy,0.0,67308282.0,82.0,1994-08-05,6.8,1288.0,2.65625,16.0,1.2071833608307674,,Children,12.645014,-38.156868
498,577,Andre (1994),Adventure|Children|Drama,0.0,0.0,94.0,1994-08-17,5.35,120.0,2.125,4.0,1.0307764064044151,,Adventure,4.508415,-48.7111
499,579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,0.0,0.0,96.0,1993-04-15,6.467,45.0,3.0,1.0,,,Crime,-67.94254,-8.057722
500,580,Princess Caraboo (1994),Drama,0.0,3021629.0,97.0,1994-09-16,5.4,27.0,2.8,5.0,1.0954451150103321,,Drama,5.8028646,-30.515701
501,581,"Celluloid Closet, The (1995)",Documentary,0.0,1400591.0,102.0,1996-03-15,7.1,109.0,4.0,4.0,0.816496580927726,,Documentary,8.197134,22.018278
502,583,Dear Diary (Caro Diario) (1994),Comedy|Drama,0.0,173696.0,100.0,1993-11-12,7.33,503.0,4.0,1.0,,,Comedy,-25.37762,68.163475
503,585,"Brady Bunch Movie, The (1995)",Comedy,12000000.0,46576136.0,90.0,1995-02-16,6.072,305.0,2.736111111111111,36.0,0.9295629626804747,,Comedy,31.550232,-6.0878205
504,586,Home Alone (1990),Children|Comedy,18000000.0,476684675.0,103.0,1990-11-16,7.458,12245.0,2.9956896551724137,116.0,0.9923526933837422,christmas,Children,83.67653,8.4225025
505,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,22000000.0,505000000.0,127.0,1990-07-13,7.227,5891.0,3.4347826086956523,115.0,0.9354653104542738,overrated,Comedy,83.71528,8.234281
506,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,28000000.0,504050219.0,90.0,1992-11-25,7.654,11808.0,3.7923497267759565,183.0,0.8805258469397965,Disney,Adventure,86.90496,8.325003
507,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,102000000.0,517778573.0,127.0,1991-07-03,8.1,13901.0,3.970982142857143,224.0,0.9268331343195051,apocalypse Arnold Schwarzenegger nuclear war sci-fi Suspense time travel robots Scifi masterpiece,Action,88.71471,8.240585
508,590,Dances with Wolves (1990),Adventure|Drama|Western,22000000.0,424208848.0,233.0,1990-03-30,7.8,4572.0,3.8353658536585367,164.0,0.8600002783876723,American Indians Native Americans,Adventure,88.2871,11.250383
509,592,Batman (1989),Action|Crime|Thriller,35000000.0,411348924.0,126.0,1989-06-21,7.237,8370.0,3.4285714285714284,189.0,0.7745476177473237,superhero,Action,87.303665,8.95369
510,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,19000000.0,272742922.0,118.0,1991-02-14,8.3,17530.0,4.161290322580645,279.0,0.853983335734232,Hannibal Lector disturbing drama gothic psychology suspense,Crime,89.766525,9.539291
511,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,1488423.0,184925486.0,83.0,1938-01-14,7.123,7854.0,3.616883116883117,77.0,0.7901369963498,Disney,Animation,67.47829,14.267089
512,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,25000000.0,424967620.0,87.0,1991-10-22,7.7,10486.0,3.7705479452054793,146.0,0.8430787428531935,Disney,Animation,85.25048,8.477186
513,596,Pinocchio (1940),Animation|Children|Fantasy|Musical,2600000.0,164000000.0,88.0,1940-02-23,7.101,6151.0,3.45,60.0,1.056457142961916,Disney,Animation,66.69283,14.768094
514,597,Pretty Woman (1990),Comedy|Romance,14000000.0,463406268.0,119.0,1990-03-23,7.456,8802.0,3.4851851851851854,135.0,0.8484857907427303,prostitution,Comedy,84.31386,8.267964
515,599,"Wild Bunch, The (1969)",Adventure|Western,6244087.0,638641.0,145.0,1969-06-19,7.596,1290.0,3.8181818181818183,11.0,0.9816498172140428,,Adventure,31.296251,37.47201
516,600,Love and a .45 (1994),Action|Comedy|Crime,0.0,0.0,101.0,1994-11-23,5.693,70.0,4.0,1.0,,,Action,-46.40348,53.914825
517,602,"Great Day in Harlem, A (1994)",Documentary,0.0,527034.0,90.0,1994-09-27,6.2,9.0,4.0,1.0,,,Documentary,-47.187286,63.83548
518,605,One Fine Day (1996),Drama|Romance,0.0,97529550.0,108.0,1996-12-20,6.452,707.0,3.0,10.0,0.9128709291752769,,Drama,20.519321,-11.177638
519,606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,0.0,13940383.0,91.0,1995-03-17,5.44,405.0,3.0,4.0,0.816496580927726,,Fantasy,-2.5152357,-28.613913
520,608,Fargo (1996),Comedy|Crime|Drama|Thriller,7000000.0,60611975.0,98.0,1996-03-08,7.847,8847.0,4.116022099447513,181.0,0.8285312838980735,based on a true story dark comedy KIDNAPPING Steve Buscemi Coen Brothers,Comedy,86.032425,12.256915
521,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,0.0,32709423.0,88.0,1996-03-08,6.6,524.0,3.5714285714285716,14.0,0.7559289460184544,,Adventure,-1.2760322,4.6746025
522,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,9300000.0,20118654.0,86.0,1981-08-07,6.504,762.0,3.5454545454545454,33.0,0.9549512124615677,,Action,53.19925,20.170137
523,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,4000000.0,16675000.0,84.0,1996-03-08,5.294,592.0,2.4166666666666665,6.0,1.4288690166235207,,Action,16.065369,-54.32496
524,612,"Pallbearer, The (1996)",Comedy,8000000.0,5656388.0,99.0,1996-05-03,4.924,128.0,2.5,6.0,0.7745966692414834,,Comedy,-7.20012,-42.59693
525,613,Jane Eyre (1996),Drama|Romance,0.0,5200601.0,112.0,1996-01-20,6.891,239.0,3.1875,8.0,1.3076014027873435,,Drama,15.190355,-7.125632
526,615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,0.0,0.0,175.0,1974-05-05,7.2,96.0,3.0,1.0,,,Comedy,-14.144004,45.27162
527,616,"Aristocats, The (1970)",Animation|Children,4000000.0,191000000.0,81.0,1970-12-24,7.295,5287.0,3.411111111111111,45.0,0.8744406581618128,Disney,Animation,63.3834,10.229148
528,617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,4500000.0,19000000.0,102.0,1995-09-22,6.781,251.0,2.8333333333333335,3.0,1.0408329997330665,,Comedy,14.288941,-10.292331
529,618,Two Much (1995),Comedy|Romance,24000000.0,1141556.0,117.0,1995-12-01,5.398,162.0,3.0,1.0,,,Comedy,-44.43465,-15.655574
530,619,Ed (1996),Comedy,24000000.0,4400000.0,94.0,1996-03-15,4.127,134.0,2.6,5.0,1.8506755523321747,,Comedy,16.42119,-59.484943
531,626,"Thin Line Between Love and Hate, A (1996)",Comedy,8000000.0,34746109.0,108.0,1996-04-04,5.6,90.0,5.0,1.0,,,Comedy,0.13038507,75.2587
532,627,"Last Supper, The (1995)",Drama|Thriller,0.0,442965.0,92.0,1995-09-08,6.515,296.0,3.3333333333333335,6.0,1.0801234497346432,,Drama,8.639705,-9.318353
533,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,30000000.0,102616183.0,131.0,1996-03-06,7.655,3767.0,3.642857142857143,35.0,0.8958353690290205,edward norton psychology suspense thought-provoking twist ending priest,Crime,48.127472,9.224261
534,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,0.0,8620678.0,82.0,1996-03-29,6.0,279.0,3.1818181818181817,11.0,1.0552897060221726,,Adventure,5.479832,-9.5954485
535,632,Land and Freedom (Tierra y libertad) (1995),Drama|War,0.0,0.0,109.0,1995-04-07,7.3,291.0,4.0,1.0,,,Drama,-22.576149,64.13752
536,633,Denise Calls Up (1995),Comedy,0.0,0.0,80.0,1995-05-17,6.0,22.0,5.0,1.0,,,Comedy,2.0660028,69.63987
537,634,Theodore Rex (1995),Comedy,33500000.0,0.0,92.0,1995-12-14,3.636,118.0,2.25,4.0,0.9574271077563381,,Comedy,5.3049874,-58.51482
538,635,"Family Thing, A (1996)",Comedy|Drama,0.0,10125417.0,109.0,1996-03-29,6.438,72.0,3.0,2.0,0.0,,Comedy,-62.438465,-3.134019
539,636,Frisk (1995),Drama,0.0,0.0,88.0,1996-03-22,3.9,15.0,3.0,1.0,,,Drama,-81.80028,6.6200523
540,637,Sgt. Bilko (1996),Comedy,39000000.0,37956793.0,95.0,1996-03-29,5.885,378.0,3.0454545454545454,33.0,1.0410604296494117,,Comedy,54.073322,0.8877421
541,638,Jack and Sarah (1995),Romance,0.0,218626.0,110.0,1995-06-02,6.718,55.0,3.0,1.0,,babies,Romance,-59.55669,-5.777563
542,639,Girl 6 (1996),Comedy|Drama,12000000.0,4939939.0,108.0,1996-03-22,4.979,119.0,3.0,4.0,0.816496580927726,,Comedy,-4.9650154,-25.394043
543,640,Diabolique (1996),Drama|Thriller,45000000.0,52400000.0,115.0,1996-03-22,5.505,311.0,2.6818181818181817,11.0,1.1889644080612185,,Drama,38.036217,-39.15971
544,645,Nelly & Monsieur Arnaud (1995),Drama,0.0,0.0,102.0,1995-10-18,6.942,139.0,3.5,2.0,0.7071067811865476,,Drama,4.350154,13.860891
545,647,Courage Under Fire (1996),Action|Crime|Drama|War,46000000.0,100900000.0,116.0,1996-07-04,6.527,1013.0,3.3275862068965516,29.0,1.0545468057498641,Gulf War,Action,57.247726,-3.1809886
546,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,80000000.0,457696391.0,110.0,1996-05-22,7.0,9767.0,3.537037037037037,162.0,0.901268180966944,based on a TV show,Action,86.10048,7.108193
547,649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,0.0,0.0,85.0,1995-02-10,6.3,25.0,3.0,1.0,,,Comedy,-74.220726,-10.970823
548,650,Moll Flanders (1996),Drama,0.0,3486578.0,120.0,1996-06-14,6.1,81.0,3.0,4.0,1.632993161855452,,Drama,28.011799,-54.265434
549,653,Dragonheart (1996),Action|Adventure|Fantasy,57000000.0,115267375.0,103.0,1996-05-31,6.545,2100.0,3.0923076923076924,65.0,0.8518926891611137,,Action,68.669174,2.9766085
550,656,Eddie (1996),Comedy,30000000.0,31387164.0,100.0,1996-05-31,5.468,170.0,3.0,5.0,0.7071067811865476,,Comedy,-6.081979,-23.040632
551,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,38000000.0,28946127.0,80.0,1996-04-12,6.584,1400.0,3.4489795918367347,49.0,1.0218697016130922,,Adventure,61.6591,17.331942
552,662,Fear (1996),Thriller,0.0,0.0,95.0,1996-04-12,6.54,966.0,3.2857142857142856,7.0,1.4960264830861911,,Thriller,9.954019,-16.99699
553,663,Kids in the Hall: Brain Candy (1996),Comedy,0.0,0.0,88.0,1996-04-02,6.111,81.0,3.2916666666666665,12.0,1.075730900224108,,Comedy,5.1501317,-9.731678
554,665,Underground (1995),Comedy|Drama|War,14000000.0,0.0,167.0,1995-05-13,7.727,753.0,4.333333333333333,3.0,0.2886751345948129,,Comedy,28.496078,50.035435
555,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,0.0,684351.0,90.0,1996-03-01,5.414,140.0,2.8125,8.0,1.0669549461635468,,Action,5.5594583,-30.444555
556,668,Song of the Little Road (Pather Panchali) (1955),Drama,0.0,536364.0,125.0,1955-08-26,7.819,474.0,4.25,2.0,1.0606601717798212,India,Drama,26.84848,30.487478
557,670,"World of Apu, The (Apur Sansar) (1959)",Drama,0.0,134241.0,117.0,1959-05-01,8.098,270.0,4.75,2.0,0.3535533905932738,India,Drama,16.591633,40.282646
558,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,5000000.0,1000000.0,73.0,1996-04-19,6.516,222.0,3.486111111111111,36.0,1.1981301569595322,spoof,Comedy,52.77545,20.880804
559,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,80000000.0,250200000.0,88.0,1996-11-15,6.809,6296.0,2.707547169811321,53.0,1.128451808146517,Bugs Bunny,Adventure,67.308815,-5.2216535
560,674,Barbarella (1968),Adventure|Comedy|Sci-Fi,9000000.0,2500000.0,98.0,1968-10-10,6.0,807.0,3.1666666666666665,9.0,1.2747548783981961,,Adventure,11.2467,-20.65792
561,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,0.0,0.0,25.0,1994-03-26,6.6,31.0,3.8333333333333335,9.0,0.43301270189221924,,Drama,-31.917377,21.164366
562,679,"Run of the Country, The (1995)",Drama,0.0,0.0,109.0,1995-09-22,6.182,11.0,4.0,1.0,,,Drama,-33.68902,53.40452
563,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,220000.0,46585.0,99.0,1965-05-05,6.9,594.0,4.125,4.0,0.8539125638299665,,Drama,7.934588,21.677359
