movieId,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb
1722.0,110000000.0,333011068.0,115.0,1997-12-11,6.375,3342.0
1726.0,80000000.0,17626234.0,177.0,1997-12-25,6.252,1162.0
1727.0,60000000.0,186883563.0,170.0,1998-02-01,6.894,1177.0
1729.0,12000000.0,74727492.0,154.0,1997-12-25,7.359,6780.0
1730.0,28000000.0,5684789.0,137.0,1997-12-25,6.794,477.0
1731.0,30000000.0,75000000.0,87.0,1997-12-25,4.46,408.0
1732.0,15000000.0,47010480.0,117.0,1998-03-06,7.84,11913.0
1733.0,0.0,2465960.0,119.0,1997-12-26,5.9,36.0
1734.0,3200000.0,7100000.0,88.0,1997-05-28,6.939,106.0
1735.0,25000000.0,55494066.0,112.0,1998-01-30,6.623,665.0
1739.0,0.0,375805.0,93.0,1998-03-26,4.81,216.0
1746.0,0.0,13035599.0,93.0,1998-02-20,6.191,391.0
1747.0,15000000.0,64256513.0,86.0,1997-12-25,6.9,1023.0
1748.0,27000000.0,27200000.0,95.0,1998-02-27,7.334,3089.0
1752.0,70000000.0,19900000.0,93.0,1998-01-16,5.861,761.0
1753.0,8000000.0,17460020.0,81.0,1998-01-16,6.316,624.0
1754.0,46000000.0,25232289.0,119.0,1998-01-16,6.787,1548.0
1755.0,3000000.0,302204.0,109.0,1997-08-22,6.3,84.0
1757.0,0.0,0.0,97.0,1995-09-06,7.665,1239.0
1759.0,0.0,310724.0,110.0,1997-10-01,7.5,132.0
1760.0,25000000.0,100000000.0,93.0,1997-12-18,4.9,497.0
1762.0,45000000.0,11203026.0,106.0,1998-01-30,6.149,790.0
1767.0,0.0,118475.0,104.0,1998-04-24,5.6,69.0
1769.0,30000000.0,19200000.0,87.0,1998-02-06,6.3,558.0
1770.0,0.0,50832.0,92.0,1999-07-15,5.8,89.0
1771.0,1000000.0,125397.0,93.0,1997-04-30,6.0,264.0
1772.0,28000000.0,14051384.0,123.0,1998-02-06,5.287,718.0
1777.0,18000000.0,123306987.0,95.0,1998-02-13,6.8,1867.0
1779.0,80000000.0,37020277.0,129.0,1998-02-13,6.123,1761.0
1783.0,0.0,5878911.0,114.0,1998-02-20,5.9,128.0
1784.0,50000000.0,314178011.0,139.0,1997-12-19,7.401,4024.0
1785.0,5300000.0,2554712.0,109.0,1990-07-18,6.753,746.0
1791.0,37000000.0,15055091.0,94.0,1998-03-06,6.1,214.0
1792.0,60000000.0,102367405.0,131.0,1998-03-06,6.531,1744.0
1793.0,0.0,0.0,106.0,1998-08-13,5.774,31.0
1794.0,0.0,0.0,93.0,1998-07-03,6.336,55.0
1797.0,0.0,127990128.0,44.0,1998-03-06,6.6,77.0
1798.0,21000000.0,13583690.0,96.0,1998-03-06,5.697,317.0
1799.0,0.0,0.0,106.0,1997-09-06,6.6,316.0
1801.0,35000000.0,183000000.0,132.0,1998-03-12,6.644,4054.0
1804.0,27000000.0,10452012.0,113.0,1998-03-26,6.1,192.0
1805.0,20000000.0,67200000.0,115.0,1998-03-20,6.366,1902.0
1806.0,0.0,0.0,88.0,1998-04-17,6.908,513.0
1807.0,0.0,0.0,97.0,1998-04-03,5.8,38.0
1809.0,0.0,0.0,103.0,1997-10-30,7.7,748.0
1810.0,65000000.0,52090187.0,143.0,1998-03-20,6.274,339.0
1812.0,6000000.0,0.0,88.0,1998-03-20,5.5,91.0
1816.0,1000000.0,2057193.0,84.0,1998-04-24,5.2,106.0
1821.0,15000000.0,46900000.0,105.0,1998-04-17,5.825,323.0
1824.0,0.0,271375.0,102.0,1998-04-17,5.573,62.0
1825.0,4500000.0,23261485.0,104.0,1998-04-08,6.295,88.0
1826.0,0.0,0.0,76.0,1998-04-03,4.9,59.0
1827.0,0.0,720074.0,91.0,1997-09-06,6.653,83.0
1829.0,0.0,0.0,99.0,1997-11-14,5.8,55.0
1831.0,80000000.0,136159423.0,130.0,1998-04-03,5.434,1284.0
1833.0,60000000.0,93100000.0,111.0,1998-04-03,6.287,1616.0
1834.0,10000000.0,13835130.0,110.0,1997-12-03,6.799,306.0
1835.0,55000000.0,198685114.0,113.0,1998-04-10,6.806,2293.0
1836.0,8000000.0,3020601.0,113.0,1998-05-29,6.257,208.0
1837.0,0.0,18912328.0,97.0,1998-04-09,6.321,145.0
1839.0,0.0,7985929.0,103.0,1998-04-10,5.3,100.0
1840.0,25000000.0,21567853.0,136.0,1998-05-01,6.754,773.0
1841.0,25000000.0,1700000.0,115.0,1998-01-23,5.601,173.0
1844.0,1000000.0,4686844.0,99.0,1997-10-10,7.04,717.0
1845.0,5000000.0,1980338.0,116.0,1998-01-30,6.2,195.0
1848.0,29000000.0,22619699.0,83.0,1997-12-05,6.0,510.0
1855.0,0.0,0.0,90.0,1998-02-27,4.556,89.0
1856.0,0.0,890324.0,95.0,1998-02-27,6.016,123.0
1857.0,0.0,83488.0,105.0,1998-02-27,5.354,65.0
1858.0,12700000.0,18800000.0,90.0,1997-01-31,6.527,726.0
1859.0,120000.0,10923.0,99.0,1997-09-28,7.67,681.0
1860.0,4500000.0,0.0,122.0,1997-04-17,7.356,111.0
1862.0,35000000.0,19200000.0,93.0,1998-04-10,5.166,785.0
1863.0,18000000.0,3572443.0,99.0,1998-04-17,4.964,112.0
1866.0,13000000.0,27007143.0,93.0,1998-04-24,5.9,460.0
1867.0,20000000.0,2172941.0,100.0,1998-04-24,4.2,41.0
1870.0,0.0,565592.0,97.0,1998-05-01,6.962,13.0
1873.0,14000000.0,14096321.0,134.0,1998-05-01,7.21,670.0
1875.0,0.0,537948.0,96.0,1997-06-12,6.125,72.0
1876.0,75000000.0,349464664.0,121.0,1998-05-08,6.233,3224.0
1881.0,40000000.0,38210798.0,85.0,1998-05-15,6.829,837.0
1882.0,130000000.0,379014294.0,140.0,1998-05-20,5.649,4135.0
1883.0,30000000.0,29202884.0,108.0,1998-05-15,6.318,262.0
1884.0,18500000.0,10700000.0,118.0,1998-05-22,7.212,4901.0
1885.0,5000000.0,5879254.0,97.0,1998-05-22,6.2,215.0
1887.0,30000000.0,6100000.0,90.0,1998-05-29,5.428,208.0
1888.0,30000000.0,81471882.0,114.0,1998-05-29,6.409,491.0
1889.0,0.0,227569.0,97.0,1997-03-14,7.021,305.0
1891.0,0.0,0.0,93.0,1997-08-26,5.9,54.0
1892.0,60000000.0,128038368.0,103.0,1998-06-05,6.542,1509.0
1893.0,0.0,0.0,109.0,1996-12-18,6.877,77.0
1894.0,70000000.0,164839294.0,95.0,1998-06-12,6.1,1570.0
1895.0,10000000.0,25605015.0,96.0,1998-06-12,6.217,575.0
1897.0,0.0,1929168.0,101.0,1998-06-12,6.2,142.0
1900.0,180000.0,925402.0,88.0,1997-08-01,7.9,697.0
1902.0,0.0,0.0,90.0,1996-04-18,5.0,38.0
1904.0,900000.0,1334786.0,137.0,1998-06-19,6.6,105.0
1906.0,0.0,301796.0,105.0,1998-06-05,5.8,45.0
1907.0,90000000.0,304320254.0,88.0,1998-06-18,7.902,10247.0
1909.0,66000000.0,189198313.0,121.0,1998-06-19,6.904,1748.0
1910.0,0.0,0.0,107.0,1997-10-03,5.926,27.0
1911.0,71000000.0,294500000.0,82.0,1998-06-26,5.717,3223.0
1912.0,48000000.0,77745966.0,122.0,1998-06-26,6.676,1359.0
1913.0,460000.0,5125000.0,106.0,1975-09-02,7.217,863.0
1914.0,0.0,0.0,89.0,1998-06-26,6.761,111.0
1916.0,1500000.0,2375097.0,110.0,1998-01-20,7.1,1019.0
1917.0,140000000.0,553799566.0,148.0,1998-07-01,6.831,8393.0
1918.0,140000000.0,285444603.0,127.0,1998-07-10,6.602,2850.0
1919.0,20000000.0,29967750.0,89.0,1998-07-10,6.211,239.0
1920.0,40000000.0,54682547.0,111.0,1998-07-10,6.556,2263.0
1921.0,60000.0,3221152.0,85.0,1998-07-10,7.117,2420.0
1922.0,0.0,0.0,112.0,1998-07-10,5.688,8.0
1923.0,23000000.0,369900000.0,119.0,1998-07-15,6.622,5211.0
1924.0,60000.0,0.0,78.0,1957-03-15,4.211,584.0
1926.0,379000.0,4358000.0,101.0,1929-02-08,5.2,157.0
1927.0,1448864.0,3270000.0,133.0,1930-04-29,7.744,900.0
1928.0,1433000.0,1383000.0,123.0,1931-01-26,5.585,137.0
1929.0,700000.0,2594000.0,112.0,1932-05-25,6.967,332.0
1931.0,1950000.0,4460000.0,127.0,1935-11-22,7.35,371.0
1932.0,2183000.0,4673000.0,185.0,1936-04-08,6.3,137.0
1933.0,0.0,0.0,116.0,1937-09-09,6.7,148.0
1934.0,1644736.0,7433101.0,126.0,1938-09-01,7.5,434.0
1936.0,1344000.0,13500000.0,133.0,1942-07-03,7.1,276.0
1937.0,0.0,16300000.0,126.0,1944-01-01,6.7,188.0
1938.0,1250000.0,11000000.0,100.0,1945-11-29,7.629,648.0
1939.0,2100000.0,23650000.0,172.0,1946-12-25,7.773,715.0
1940.0,2000000.0,7800000.0,118.0,1947-11-11,6.988,267.0
1941.0,750000.0,0.0,153.0,1948-12-10,7.4,280.0
1942.0,0.0,0.0,109.0,1949-11-16,7.0,235.0
1944.0,1650000.0,30500000.0,118.0,1953-08-28,7.288,690.0
1945.0,910000.0,9600631.0,106.0,1954-06-22,7.9,1717.0
1946.0,343000.0,3000000.0,90.0,1955-04-11,7.441,426.0
1947.0,6000000.0,43700000.0,151.0,1961-12-13,7.234,1995.0
1948.0,1000000.0,37600000.0,123.0,1963-08-24,5.905,231.0
1949.0,3900000.0,28350000.0,120.0,1966-12-13,7.342,478.0
1950.0,2000000.0,27379978.0,109.0,1967-08-02,7.65,1196.0
1951.0,10000000.0,37400000.0,153.0,1968-09-26,7.0,464.0
1952.0,3600000.0,44785053.0,108.0,1969-05-25,7.5,1546.0
1953.0,1800000.0,41200000.0,104.0,1971-10-09,7.498,2068.0
1954.0,1000000.0,117253345.0,119.0,1976-11-20,7.794,8408.0
1955.0,8000000.0,106260000.0,104.0,1979-12-07,7.6,2394.0
1956.0,6000000.0,54766923.0,124.0,1980-09-19,7.5,678.0
1957.0,5500000.0,58972904.0,123.0,1981-05-15,6.777,1002.0
1958.0,8000000.0,108423749.0,132.0,1983-11-20,7.124,809.0
1959.0,31000000.0,227514205.0,161.0,1985-12-20,7.2,1499.0
1960.0,23800000.0,44000000.0,156.0,1987-10-04,7.583,1863.0
1961.0,25000000.0,354825435.0,133.0,1988-12-12,7.749,6879.0
1962.0,7500000.0,145793296.0,99.0,1989-12-13,7.2,1722.0
1963.0,1530000.0,6080000.0,85.0,1969-08-18,7.111,776.0
1964.0,2500000.0,12512637.0,114.0,1971-06-23,6.744,490.0
1965.0,1500000.0,2300000.0,92.0,1984-03-02,6.659,655.0
1966.0,225000.0,2900000.0,98.0,1990-08-03,6.938,176.0
1967.0,25000000.0,12729917.0,91.0,1986-06-27,7.3,2653.0
1968.0,1000000.0,51530442.0,97.0,1985-02-15,7.725,8391.0
1969.0,3000000.0,30000121.0,87.0,1985-11-01,5.8,2039.0
1970.0,4450000.0,44793222.0,96.0,1987-02-27,6.696,1960.0
1971.0,6500000.0,49369899.0,99.0,1988-08-19,5.863,1559.0
1972.0,8000000.0,22168359.0,89.0,1989-08-11,5.417,1387.0
1973.0,10000000.0,34872033.0,105.0,1991-09-05,5.304,1438.0
1974.0,550000.0,59754601.0,95.0,1980-05-09,6.401,3234.0
1975.0,1250000.0,21723464.0,87.0,1981-05-01,6.197,1860.0
1976.0,2200000.0,36697702.0,96.0,1982-08-13,5.887,1565.0
1977.0,2200000.0,32982894.0,90.0,1984-04-13,6.127,1464.0
1978.0,2200000.0,21930418.0,92.0,1985-03-22,5.279,1263.0
1979.0,3000000.0,19472525.0,86.0,1986-08-01,6.2,1310.0
1980.0,2800000.0,19170001.0,88.0,1988-05-13,5.478,1175.0
1981.0,5300000.0,14343976.0,100.0,1989-07-28,4.949,1176.0
1982.0,325000.0,70260597.0,91.0,1978-10-24,7.554,6040.0
1983.0,2500000.0,25533818.0,92.0,1981-10-30,6.575,2194.0
1984.0,2500000.0,14402425.0,98.0,1982-10-22,5.246,1508.0
1985.0,5000000.0,17768757.0,88.0,1988-10-21,6.173,2021.0
1986.0,3000000.0,11642254.0,90.0,1989-10-12,5.306,1300.0
1987.0,1500000.0,14796236.0,93.0,1980-07-18,5.7,484.0
1990.0,0.0,0.0,93.0,1992-02-14,4.7,81.0
1991.0,9000000.0,44196684.0,87.0,1988-11-09,6.737,3244.0
1992.0,13000000.0,35763605.0,83.0,1990-11-09,6.35,1975.0
1993.0,13000000.0,20560255.0,89.0,1991-08-30,5.902,1703.0
1994.0,10700000.0,121733131.0,114.0,1982-06-04,7.154,3240.0
1995.0,19000000.0,40996665.0,90.0,1986-05-23,5.997,744.0
1996.0,10500000.0,14144000.0,98.0,1988-06-10,5.245,538.0
1997.0,12000000.0,441306145.0,133.0,1973-12-26,7.739,8443.0
1998.0,14000000.0,30749142.0,118.0,1977-06-17,4.5,771.0
1999.0,9300000.0,39024251.0,110.0,1990-08-17,6.262,830.0
2000.0,15000000.0,120207127.0,109.0,1987-03-06,7.288,4896.0
2001.0,25000000.0,227853986.0,114.0,1989-07-07,7.025,3642.0
2002.0,35000000.0,321731527.0,118.0,1992-05-15,6.706,3137.0
2003.0,11000000.0,153083102.0,105.0,1984-06-08,7.139,6833.0
2004.0,50000000.0,41482207.0,106.0,1990-06-15,6.525,2814.0
2005.0,19000000.0,69649283.0,114.0,1985-06-07,7.512,6093.0
2006.0,95000000.0,250288523.0,136.0,1998-07-16,6.575,4242.0
2007.0,0.0,0.0,105.0,1998-01-16,5.0,44.0
2008.0,0.0,51618.0,100.0,1997-07-11,5.0,29.0
2009.0,0.0,3600000.0,97.0,1973-04-18,6.93,1377.0
2010.0,5300000.0,1350322.0,150.0,1927-01-10,8.101,3025.0
2011.0,40000000.0,332000000.0,108.0,1989-11-22,7.774,13640.0
2012.0,40000000.0,244527583.0,118.0,1990-05-25,7.489,11276.0
2013.0,5000000.0,84563118.0,117.0,1972-12-01,7.092,960.0
2014.0,0.0,25942000.0,95.0,1976-12-17,6.111,296.0
2015.0,2000000.0,0.0,96.0,1961-01-20,6.479,192.0
2016.0,5450000.0,20931111.0,89.0,1979-06-27,6.479,71.0
2017.0,0.0,0.0,106.0,1961-12-14,5.8,104.0
2018.0,858000.0,267447150.0,70.0,1942-08-14,7.0,5930.0
2019.0,2000000.0,105000000.0,207.0,1954-04-26,8.449,4093.0
2020.0,14000000.0,34670720.0,119.0,1988-12-21,7.19,1241.0
2021.0,40000000.0,31502434.0,140.0,1984-12-14,6.182,3327.0
2022.0,7000000.0,33773585.0,163.0,1988-05-28,7.21,1159.0
2023.0,54000000.0,136766062.0,160.0,1990-12-25,7.419,6683.0
2024.0,3000000.0,1277404.0,100.0,1991-10-04,5.723,92.0
2025.0,62000000.0,1100000.0,137.0,1997-09-27,7.109,1921.0
2026.0,15000000.0,17514980.0,87.0,1998-07-24,5.776,406.0
2027.0,10000000.0,19889299.0,90.0,1998-07-24,5.432,207.0
2028.0,70000000.0,481840909.0,169.0,1998-07-24,8.221,16848.0
2032.0,0.0,0.0,96.0,1971-03-17,5.466,44.0
2033.0,25000000.0,21300000.0,80.0,1985-07-24,6.422,1407.0
2034.0,20000000.0,35841901.0,98.0,1979-12-18,5.842,531.0
2035.0,0.0,0.0,107.0,1968-02-08,6.702,151.0
2036.0,13000000.0,30600000.0,90.0,1994-02-11,6.0,524.0
2037.0,0.0,0.0,100.0,1977-12-16,6.9,118.0
2038.0,4000000.0,0.0,104.0,1978-06-09,5.939,148.0
2040.0,0.0,0.0,91.0,1969-12-29,6.006,156.0
2041.0,0.0,0.0,90.0,1981-07-02,5.5,139.0
2042.0,0.0,45610410.0,106.0,1994-03-25,6.196,634.0
2043.0,0.0,0.0,90.0,1959-06-24,6.634,168.0
2044.0,0.0,16000000.0,96.0,1981-03-06,5.8,37.0
2046.0,9000000.0,18564613.0,89.0,1986-07-30,6.95,915.0
2048.0,14000000.0,38600000.0,77.0,1986-07-02,7.046,1761.0
2050.0,0.0,18000000.0,100.0,1980-06-25,5.3,247.0
2051.0,0.0,29000000.0,104.0,1977-06-24,5.9,340.0
2052.0,28000000.0,51663767.0,96.0,1993-07-16,7.034,3224.0
2053.0,40000000.0,58662452.0,89.0,1992-07-16,5.272,1245.0
2054.0,18000000.0,222724172.0,94.0,1989-06-23,6.313,3246.0
2055.0,0.0,0.0,90.0,1978-07-05,5.8,33.0
2056.0,0.0,0.0,98.0,1962-12-01,6.5,76.0
2057.0,0.0,0.0,80.0,1963-11-20,6.647,116.0
2058.0,50000000.0,44547681.0,138.0,1998-07-29,7.104,2300.0
2059.0,15000000.0,92108518.0,127.0,1998-07-28,7.218,4431.0
2060.0,25000000.0,7027290.0,103.0,1998-07-28,6.1,629.0
2064.0,160000.0,6706368.0,91.0,1989-09-01,7.089,310.0
2065.0,15000000.0,10631333.0,82.0,1985-03-01,7.4,1113.0
2066.0,0.0,0.0,96.0,1947-11-25,7.647,630.0
2067.0,11000000.0,111858363.0,197.0,1965-12-22,7.54,1243.0
2068.0,6000000.0,6800000.0,188.0,1982-12-17,7.791,854.0
2069.0,0.0,7218340.0,108.0,1985-12-20,7.205,56.0
2070.0,4500000.0,8400000.0,92.0,1983-03-04,6.7,145.0
2071.0,0.0,0.0,2.0,1993-09-11,6.439,107.0
2072.0,18000000.0,49101993.0,97.0,1989-02-17,6.763,1327.0
2073.0,7000000.0,91666.0,91.0,1985-01-25,6.672,192.0
2074.0,0.0,0.0,118.0,1974-04-03,6.743,374.0
2075.0,0.0,0.0,145.0,1981-02-11,7.183,142.0
2076.0,6000000.0,8636706.0,120.0,1986-09-19,7.608,3707.0
2077.0,0.0,9708373.0,101.0,1985-09-27,6.8,161.0
2078.0,4000000.0,378000000.0,78.0,1967-10-18,7.3,6553.0
2080.0,4000000.0,36359037.0,75.0,1955-06-22,7.121,5545.0
2081.0,40000000.0,211343479.0,83.0,1989-11-17,7.352,8277.0
2082.0,10000000.0,50752337.0,104.0,1992-10-02,6.578,948.0
2083.0,12000000.0,27300000.0,85.0,1992-12-11,7.44,1136.0
2084.0,15000000.0,2819485.0,130.0,1992-04-10,6.7,290.0
2085.0,3600000.0,303000000.0,79.0,1961-01-25,7.2,6561.0
2087.0,4000000.0,87400000.0,76.0,1953-02-05,7.194,5642.0
2088.0,20000000.0,49823037.0,114.0,1980-12-12,5.532,678.0
2089.0,38000000.0,47431461.0,95.0,1990-11-16,6.641,1361.0
2090.0,7500000.0,169015869.0,76.0,1977-06-22,6.784,2636.0
2091.0,0.0,6393000.0,93.0,1978-03-10,5.9,236.0
2092.0,3500000.0,0.0,69.0,1994-05-20,6.2,3418.0
2093.0,25000000.0,11137801.0,113.0,1985-06-21,6.7,1056.0
2094.0,42000000.0,46704056.0,108.0,1991-06-21,6.466,1015.0
2095.0,0.0,0.0,91.0,1976-12-17,5.765,81.0
2096.0,6000000.0,51600000.0,75.0,1959-02-17,6.9,5392.0
2097.0,20000000.0,8400000.0,95.0,1983-04-29,6.437,197.0
2098.0,0.0,22129412.0,100.0,1963-01-16,6.037,67.0
2099.0,2125000.0,65000000.0,90.0,1946-11-12,6.495,295.0
2100.0,8000000.0,69800000.0,111.0,1984-03-09,6.258,1447.0
2102.0,4986.0,0.0,7.0,1928-05-15,7.302,593.0
2103.0,32000000.0,0.0,98.0,1995-03-24,6.214,84.0
2104.0,5000000.0,7400000.0,103.0,1982-07-30,6.1,58.0
2105.0,17000000.0,33002371.0,96.0,1982-07-09,6.637,2646.0
2106.0,0.0,5600000.0,112.0,1993-03-05,6.7,238.0
2107.0,17000000.0,75041738.0,89.0,1998-08-05,6.042,1759.0
2108.0,0.0,28900000.0,95.0,1991-02-08,6.488,372.0
2109.0,4000000.0,100000000.0,94.0,1979-12-14,6.9,874.0
2110.0,9000000.0,18196170.0,88.0,1982-05-21,6.652,428.0
2111.0,10100000.0,10000000.0,93.0,1983-06-10,6.217,467.0
2112.0,0.0,40991329.0,126.0,1991-12-25,6.4,210.0
2114.0,10000000.0,33697647.0,91.0,1983-03-25,7.198,1505.0
2115.0,28000000.0,333000000.0,118.0,1984-05-23,7.304,9904.0
2116.0,4000000.0,30477175.0,132.0,1978-11-15,6.6,1022.0
2117.0,7430072.0,8430492.0,113.0,1984-11-09,6.786,1595.0
2118.0,10000000.0,20766616.0,103.0,1983-10-21,7.005,1771.0
2119.0,10000000.0,7400000.0,97.0,1986-07-13,5.828,838.0
2120.0,0.0,15185672.0,113.0,1993-08-27,6.2,588.0
2121.0,5000000.0,21200000.0,93.0,1983-08-10,6.149,1101.0
2122.0,800000.0,14568989.0,93.0,1984-03-09,5.733,1096.0
2123.0,13800000.0,27100027.0,83.0,1989-11-17,6.804,1107.0
2124.0,30000000.0,191502426.0,99.0,1991-11-22,7.066,4950.0
2125.0,26000000.0,98005666.0,121.0,1998-07-31,7.4,1540.0
2126.0,73000000.0,103900000.0,98.0,1998-08-07,6.18,1470.0
2130.0,7200000.0,12729675.0,104.0,1980-09-03,6.771,292.0
2131.0,0.0,0.0,99.0,1978-10-08,7.964,678.0
2132.0,7500000.0,33736689.0,130.0,1966-06-22,7.699,887.0
2133.0,7000000.0,34368475.0,102.0,1987-07-01,6.859,730.0
2134.0,7500000.0,38934048.0,93.0,1985-08-01,6.549,1501.0
2135.0,18000000.0,9000000.0,151.0,1967-12-05,6.2,194.0
2136.0,0.0,0.0,107.0,1963-06-04,6.518,456.0
2137.0,0.0,5232000.0,94.0,1973-03-01,6.8,399.0
2138.0,1000000.0,3713768.0,92.0,1978-10-14,7.203,680.0
2139.0,7000000.0,14665733.0,82.0,1982-06-17,7.45,912.0
2140.0,15000000.0,44626631.0,95.0,1982-12-17,7.116,1220.0
2141.0,9000000.0,84542002.0,77.0,1986-11-21,6.7,1418.0
2142.0,0.0,40766041.0,75.0,1991-11-21,6.326,775.0
2143.0,24500000.0,15502112.0,100.0,1985-08-28,6.235,1337.0
2144.0,6500000.0,23686027.0,93.0,1984-05-04,6.751,2170.0
2145.0,9000000.0,40471663.0,92.0,1986-02-28,6.714,1167.0
2146.0,10000000.0,37803872.0,110.0,1985-06-28,6.119,576.0
2147.0,15000000.0,1953732.0,98.0,1986-01-17,5.244,129.0
2148.0,3000000.0,19444631.0,92.0,1985-12-06,6.19,608.0
2149.0,3000000.0,10000000.0,88.0,1987-05-14,5.5,271.0
2150.0,5000000.0,200000000.0,100.0,1980-09-10,7.254,1274.0
2151.0,7500000.0,9600000.0,98.0,1989-07-01,7.081,532.0
2152.0,11000000.0,10224116.0,90.0,1998-08-14,5.113,186.0
2153.0,60000000.0,48600000.0,86.0,1998-08-13,4.44,761.0
2154.0,20000000.0,37672350.0,124.0,1998-08-14,5.8,122.0
2155.0,5000000.0,5502773.0,91.0,1998-08-14,6.276,243.0
2156.0,0.0,0.0,101.0,1997-10-28,7.3,16.0
2159.0,111000.0,609939.0,82.0,1986-09-24,6.74,762.0
2160.0,3200000.0,33395426.0,138.0,1968-06-12,7.82,4262.0
2161.0,27000000.0,20158808.0,95.0,1984-04-06,7.2,4274.0
2162.0,32000000.0,16283667.0,90.0,1990-10-25,5.778,863.0
2163.0,100420.0,567000.0,87.0,1978-10-04,5.0,325.0
2164.0,20000.0,0.0,81.0,1987-07-03,3.858,123.0
2165.0,5000000.0,4710749.0,96.0,1998-08-19,5.8,82.0
2166.0,0.0,0.0,107.0,1998-08-10,6.477,308.0
2167.0,45000000.0,131183530.0,115.0,1998-08-21,6.82,6526.0
2169.0,14000000.0,15100000.0,96.0,1998-08-21,5.431,159.0
2170.0,0.0,9623329.0,85.0,1998-07-23,5.978,483.0
2171.0,0.0,3395581.0,104.0,1998-08-21,5.9,92.0
2172.0,0.0,913834.0,97.0,1998-08-21,6.3,129.0
2174.0,15000000.0,84554197.0,98.0,1988-03-30,7.367,8260.0
2175.0,0.0,0.0,117.0,1998-04-22,5.25,12.0
2176.0,1500000.0,2200000.0,83.0,1948-02-01,7.936,2934.0
2177.0,4500000.0,13200000.0,120.0,1976-04-09,6.773,488.0
2178.0,2000000.0,12600000.0,116.0,1972-05-25,7.096,989.0
2179.0,4000000.0,6000000.0,121.0,1969-12-17,6.019,405.0
2180.0,3000000.0,13000615.0,127.0,1966-07-14,6.603,643.0
2181.0,2135000.0,7000000.0,120.0,1964-07-17,7.119,1203.0
2182.0,1200000.0,2000000.0,105.0,1956-12-22,7.2,600.0
2183.0,1200000.0,11300000.0,120.0,1956-05-16,7.447,1519.0
2184.0,1200000.0,7000000.0,95.0,1955-09-30,7.0,882.0
2185.0,0.0,0.0,94.0,1953-02-12,7.086,471.0
2186.0,1200000.0,7000000.0,101.0,1951-06-27,7.664,1830.0
2187.0,1450000.0,1900000.0,110.0,1950-02-23,6.835,355.0
2188.0,13000000.0,16757163.0,100.0,1998-08-28,5.859,509.0
2190.0,0.0,12413650.0,116.0,1998-08-28,6.3,49.0
2193.0,35000000.0,57300000.0,120.0,1988-05-20,7.008,2102.0
2194.0,25000000.0,76270454.0,119.0,1987-06-03,7.756,6042.0
2195.0,13000000.0,0.0,82.0,1998-06-12,6.2,294.0
2196.0,35000000.0,44000000.0,91.0,1998-09-04,5.328,392.0
2201.0,4258000.0,2100000.0,114.0,1947-12-29,6.232,257.0
2202.0,1590000.0,1000000.0,96.0,1944-01-28,7.361,466.0
2203.0,0.0,0.0,108.0,1943-01-12,7.504,1115.0
2204.0,780000.0,1250000.0,109.0,1942-04-22,6.892,531.0
2205.0,743000.0,1400000.0,95.0,1941-01-31,5.973,241.0
2206.0,1103000.0,4500000.0,99.0,1941-11-14,7.132,873.0
2207.0,200436.0,0.0,100.0,1939-05-11,6.114,236.0
2208.0,0.0,0.0,96.0,1938-10-07,7.432,1004.0
2210.0,0.0,0.0,77.0,1937-01-08,6.705,357.0
2211.0,0.0,0.0,86.0,1936-05-11,6.096,161.0
2212.0,180000.0,0.0,76.0,1934-12-09,6.477,434.0
2226.0,0.0,0.0,116.0,1927-09-28,5.87,104.0
2227.0,14670.0,83568.0,91.0,1927-02-14,7.132,326.0
2231.0,12000000.0,22912409.0,120.0,1998-09-11,7.008,1865.0
2232.0,257899.0,8969065.0,90.0,1998-07-11,6.812,5090.0
2236.0,20000000.0,18253415.0,114.0,1998-09-11,6.827,255.0
2239.0,0.0,6014430.0,125.0,1974-12-18,7.408,332.0
2240.0,0.0,22482952.0,96.0,1980-07-11,6.3,125.0
2241.0,7000000.0,21600000.0,98.0,1983-07-22,5.96,199.0
2243.0,20000000.0,67330500.0,133.0,1987-12-16,6.764,450.0
2244.0,0.0,0.0,108.0,1987-05-01,4.7,41.0
2245.0,28000000.0,103173635.0,115.0,1988-12-20,6.592,1033.0
2247.0,10000000.0,21486757.0,105.0,1988-08-19,5.947,309.0
2248.0,16000000.0,20036737.0,100.0,1989-04-14,7.016,1076.0
2249.0,6.0,23.0,97.0,1990-08-17,6.078,263.0
2252.0,42000000.0,0.0,119.0,1992-10-02,6.286,520.0
2253.0,50000000.0,23278931.0,118.0,1992-12-18,5.293,577.0
2255.0,7500000.0,30688860.0,95.0,1982-07-16,5.2,65.0
2256.0,800000.0,7000000.0,85.0,1982-03-12,4.81,84.0
2257.0,0.0,0.0,102.0,1984-11-09,5.4,57.0
2259.0,9000000.0,18644570.0,99.0,1984-02-17,5.7,190.0
2260.0,6500000.0,5715174.0,109.0,1986-12-31,5.917,48.0
2261.0,9000000.0,13000000.0,93.0,1986-08-08,6.0,210.0
2262.0,8500000.0,38702310.0,113.0,1986-07-02,6.015,229.0
2263.0,0.0,18875011.0,97.0,1988-04-01,6.012,369.0
2264.0,20000000.0,0.0,101.0,1989-06-02,6.164,534.0
2265.0,40000000.0,8500000.0,94.0,1991-02-15,5.2,387.0
